cluster,ensembl_gene_id,external_gene_name
2,ENSG00000066933,MYO9A
2,ENSG00000067113,PPAP2A
2,ENSG00000067596,DHX8
2,ENSG00000068305,MEF2A
2,ENSG00000068654,POLR1A
2,ENSG00000068745,IP6K2
2,ENSG00000069943,PIGB
2,ENSG00000070269,TMEM260
2,ENSG00000070761,CFAP20
2,ENSG00000070770,CSNK2A2
2,ENSG00000071082,RPL31
2,ENSG00000071564,TCF3
2,ENSG00000071794,HLTF
2,ENSG00000072121,ZFYVE26
2,ENSG00000072609,CHFR
2,ENSG00000072756,TRNT1
2,ENSG00000073050,XRCC1
2,ENSG00000073417,PDE8A
2,ENSG00000074410,CA12
2,ENSG00000074966,TXK
2,ENSG00000075292,ZNF638
2,ENSG00000075413,MARK3
2,ENSG00000075568,TMEM131
2,ENSG00000076770,MBNL3
2,ENSG00000077097,TOP2B
2,ENSG00000078061,ARAF
2,ENSG00000078070,MCCC1
2,ENSG00000078589,P2RY10
2,ENSG00000078699,CBFA2T2
2,ENSG00000079387,SENP1
2,ENSG00000079435,LIPE
2,ENSG00000079616,KIF22
2,ENSG00000080345,RIF1
2,ENSG00000080503,SMARCA2
2,ENSG00000080603,SRCAP
2,ENSG00000080822,CLDND1
2,ENSG00000081320,STK17B
2,ENSG00000081923,ATP8B1
2,ENSG00000082515,MRPL22
2,ENSG00000083168,KAT6A
2,ENSG00000083642,PDS5B
2,ENSG00000083828,ZNF586
2,ENSG00000084093,REST
2,ENSG00000084774,CAD
2,ENSG00000085224,ATRX
2,ENSG00000087053,MTMR2
2,ENSG00000087263,OGFOD1
2,ENSG00000087365,SF3B2
2,ENSG00000089022,MAPKAPK5
2,ENSG00000089057,SLC23A2
2,ENSG00000089063,TMEM230
2,ENSG00000089639,GMIP
2,ENSG00000090054,SPTLC1
2,ENSG00000090686,USP48
2,ENSG00000090905,TNRC6A
2,ENSG00000091039,OSBPL8
2,ENSG00000091428,RAPGEF4
2,ENSG00000091972,CD200
2,ENSG00000092439,TRPM7
2,ENSG00000092531,SNAP23
2,ENSG00000092621,PHGDH
2,ENSG00000092929,UNC13D
2,ENSG00000092978,GPATCH2
2,ENSG00000093010,COMT
2,ENSG00000095319,NUP188
2,ENSG00000095564,BTAF1
2,ENSG00000095585,BLNK
2,ENSG00000095951,HIVEP1
2,ENSG00000099204,ABLIM1
2,ENSG00000099326,MZF1
2,ENSG00000099821,POLRMT
2,ENSG00000100150,DEPDC5
2,ENSG00000100227,POLDIP3
2,ENSG00000100242,SUN2
2,ENSG00000100325,ASCC2
2,ENSG00000100347,SAMM50
2,ENSG00000100461,RBM23
2,ENSG00000100473,COCH
2,ENSG00000100580,TMED8
2,ENSG00000100652,SLC10A1
2,ENSG00000100697,DICER1
2,ENSG00000100731,PCNX
2,ENSG00000100815,TRIP11
2,ENSG00000100888,CHD8
2,ENSG00000101040,ZMYND8
2,ENSG00000101126,ADNP
2,ENSG00000101158,NELFCD
2,ENSG00000101191,DIDO1
2,ENSG00000101290,CDS2
2,ENSG00000101868,POLA1
2,ENSG00000101901,ALG13
2,ENSG00000102699,PARP4
2,ENSG00000102904,TSNAXIP1
2,ENSG00000103043,VAC14
2,ENSG00000103197,TSC2
2,ENSG00000103253,HAGHL
2,ENSG00000103489,XYLT1
2,ENSG00000103496,STX4
2,ENSG00000103549,RNF40
2,ENSG00000103888,CEMIP
2,ENSG00000104164,BLOC1S6
2,ENSG00000104218,CSPP1
2,ENSG00000104432,IL7
2,ENSG00000104517,UBR5
2,ENSG00000104714,ERICH1
2,ENSG00000104774,MAN2B1
2,ENSG00000104852,SNRNP70
2,ENSG00000104946,TBC1D17
2,ENSG00000105339,DENND3
2,ENSG00000105379,ETFB
2,ENSG00000105641,SLC5A5
2,ENSG00000105750,ZNF85
2,ENSG00000105771,SMG9
2,ENSG00000105778,AVL9
2,ENSG00000105865,DUS4L
2,ENSG00000106006,HOXA6
2,ENSG00000106144,CASP2
2,ENSG00000106263,EIF3B
2,ENSG00000106344,RBM28
2,ENSG00000106348,IMPDH1
2,ENSG00000106443,PHF14
2,ENSG00000106638,TBL2
2,ENSG00000106683,LIMK1
2,ENSG00000106868,SUSD1
2,ENSG00000107077,KDM4C
2,ENSG00000107201,DDX58
2,ENSG00000107263,RAPGEF1
2,ENSG00000107290,SETX
2,ENSG00000107560,RAB11FIP2
2,ENSG00000107651,SEC23IP
2,ENSG00000107758,PPP3CB
2,ENSG00000107829,FBXW4
2,ENSG00000108021,FAM208B
2,ENSG00000108262,GIT1
2,ENSG00000108306,FBXL20
2,ENSG00000108469,RECQL5
2,ENSG00000108474,PIGL
2,ENSG00000108587,GOSR1
2,ENSG00000108622,ICAM2
2,ENSG00000108651,UTP6
2,ENSG00000108654,DDX5
2,ENSG00000108883,EFTUD2
2,ENSG00000109103,UNC119
2,ENSG00000109118,PHF12
2,ENSG00000109445,ZNF330
2,ENSG00000109572,CLCN3
2,ENSG00000109685,WHSC1
2,ENSG00000110011,DNAJC4
2,ENSG00000110330,BIRC2
2,ENSG00000110367,DDX6
2,ENSG00000110446,SLC15A3
2,ENSG00000110713,NUP98
2,ENSG00000110931,CAMKK2
2,ENSG00000111011,RSRC2
2,ENSG00000111142,METAP2
2,ENSG00000111596,CNOT2
2,ENSG00000111707,SUDS3
2,ENSG00000111785,RIC8B
2,ENSG00000111786,SRSF9
2,ENSG00000111877,MCM9
2,ENSG00000112078,KCTD20
2,ENSG00000112130,RNF8
2,ENSG00000112146,FBXO9
2,ENSG00000112234,FBXL4
2,ENSG00000112282,MED23
2,ENSG00000112297,AIM1
2,ENSG00000112659,CUL9
2,ENSG00000112701,SENP6
2,ENSG00000112739,PRPF4B
2,ENSG00000112855,HARS2
2,ENSG00000112983,BRD8
2,ENSG00000113240,CLK4
2,ENSG00000113273,ARSB
2,ENSG00000113558,SKP1
2,ENSG00000113593,PPWD1
2,ENSG00000113758,DBN1
2,ENSG00000113761,ZNF346
2,ENSG00000114098,ARMC8
2,ENSG00000114166,KAT2B
2,ENSG00000114331,ACAP2
2,ENSG00000114353,GNAI2
2,ENSG00000114391,RPL24
2,ENSG00000114416,FXR1
2,ENSG00000114473,IQCG
2,ENSG00000114554,PLXNA1
2,ENSG00000114739,ACVR2B
2,ENSG00000114933,INO80D
2,ENSG00000114978,MOB1A
2,ENSG00000115020,PIKFYVE
2,ENSG00000115266,APC2
2,ENSG00000115282,TTC31
2,ENSG00000115350,POLE4
2,ENSG00000115464,USP34
2,ENSG00000115524,SF3B1
2,ENSG00000115568,ZNF142
2,ENSG00000115652,UXS1
2,ENSG00000115760,BIRC6
2,ENSG00000115825,PRKD3
2,ENSG00000115942,ORC2
2,ENSG00000115970,THADA
2,ENSG00000116001,TIA1
2,ENSG00000116062,MSH6
2,ENSG00000116127,ALMS1
2,ENSG00000116147,TNR
2,ENSG00000116266,STXBP3
2,ENSG00000116396,KCNC4
2,ENSG00000116478,HDAC1
2,ENSG00000116539,ASH1L
2,ENSG00000116580,GON4L
2,ENSG00000116830,TTF2
2,ENSG00000116922,C1orf109
2,ENSG00000117305,HMGCL
2,ENSG00000117360,PRPF3
2,ENSG00000117419,ERI3
2,ENSG00000117425,PTCH2
2,ENSG00000117602,RCAN3
2,ENSG00000117748,RPA2
2,ENSG00000117751,PPP1R8
2,ENSG00000117899,MESDC2
2,ENSG00000118007,STAG1
2,ENSG00000118046,STK11
2,ENSG00000118181,RPS25
2,ENSG00000118308,LRMP
2,ENSG00000118482,PHF3
2,ENSG00000118976,OTUD4P1
2,ENSG00000119185,ITGB1BP1
2,ENSG00000119203,CPSF3
2,ENSG00000119231,SENP5
2,ENSG00000119321,FKBP15
2,ENSG00000119402,FBXW2
2,ENSG00000119487,MAPKAP1
2,ENSG00000119608,PROX2
2,ENSG00000119684,MLH3
2,ENSG00000119685,TTLL5
2,ENSG00000119688,ABCD4
2,ENSG00000119720,NRDE2
2,ENSG00000119844,AFTPH
2,ENSG00000120008,WDR11
2,ENSG00000120029,C10orf76
2,ENSG00000120278,PLEKHG1
2,ENSG00000120333,MRPS14
2,ENSG00000120370,GORAB
2,ENSG00000120438,TCP1
2,ENSG00000120539,MASTL
2,ENSG00000120616,EPC1
2,ENSG00000120656,TAF12
2,ENSG00000120675,DNAJC15
2,ENSG00000120899,PTK2B
2,ENSG00000120925,RNF170
2,ENSG00000120942,UBIAD1
2,ENSG00000120963,ZNF706
2,ENSG00000121281,ADCY7
2,ENSG00000121741,ZMYM2
2,ENSG00000121957,GPSM2
2,ENSG00000122085,MTERF4
2,ENSG00000123064,DDX54
2,ENSG00000123066,MED13L
2,ENSG00000123104,ITPR2
2,ENSG00000123268,ATF1
2,ENSG00000123636,BAZ2B
2,ENSG00000124177,CHD6
2,ENSG00000124181,PLCG1
2,ENSG00000124191,TOX2
2,ENSG00000124193,SRSF6
2,ENSG00000124222,STX16
2,ENSG00000124523,SIRT5
2,ENSG00000124549,BTN2A3P
2,ENSG00000124574,ABCC10
2,ENSG00000124789,NUP153
2,ENSG00000125037,EMC3
2,ENSG00000125245,GPR18
2,ENSG00000125351,UPF3B
2,ENSG00000125447,GGA3
2,ENSG00000125457,MIF4GD
2,ENSG00000125637,PSD4
2,ENSG00000125691,RPL23
2,ENSG00000125772,GPCPD1
2,ENSG00000125826,RBCK1
2,ENSG00000125944,HNRNPR
2,ENSG00000126091,ST3GAL3
2,ENSG00000126226,PCID2
2,ENSG00000126261,UBA2
2,ENSG00000126464,PRR12
2,ENSG00000126775,ATG14
2,ENSG00000126804,ZBTB1
2,ENSG00000126821,SGPP1
2,ENSG00000126838,PZP
2,ENSG00000127364,TAS2R4
2,ENSG00000127603,MACF1
2,ENSG00000127663,KDM4B
2,ENSG00000127993,RBM48
2,ENSG00000128011,LRFN1
2,ENSG00000128159,TUBGCP6
2,ENSG00000128191,DGCR8
2,ENSG00000128513,POT1
2,ENSG00000128607,KLHDC10
2,ENSG00000128731,HERC2
2,ENSG00000129103,SUMF2
2,ENSG00000129197,RPAIN
2,ENSG00000129691,ASH2L
2,ENSG00000129810,SGOL1
2,ENSG00000130024,PHF10
2,ENSG00000130038,CRACR2A
2,ENSG00000130119,GNL3L
2,ENSG00000130254,SAFB2
2,ENSG00000130255,RPL36
2,ENSG00000130414,NDUFA10
2,ENSG00000130544,ZNF557
2,ENSG00000130638,ATXN10
2,ENSG00000130723,PRRC2B
2,ENSG00000130733,YIPF2
2,ENSG00000130741,EIF2S3
2,ENSG00000130787,HIP1R
2,ENSG00000130826,DKC1
2,ENSG00000130856,ZNF236
2,ENSG00000130921,C12orf65
2,ENSG00000131051,RBM39
2,ENSG00000131269,ABCB7
2,ENSG00000131899,LLGL1
2,ENSG00000131944,C19orf40
2,ENSG00000132155,RAF1
2,ENSG00000132185,FCRLA
2,ENSG00000132424,PNISR
2,ENSG00000132549,VPS13B
2,ENSG00000132604,TERF2
2,ENSG00000132612,VPS4A
2,ENSG00000132680,KIAA0907
2,ENSG00000132879,FBXO44
2,ENSG00000133026,MYH10
2,ENSG00000133030,MPRIP
2,ENSG00000133422,MORC2
2,ENSG00000133704,IPO8
2,ENSG00000133805,AMPD3
2,ENSG00000133858,ZFC3H1
2,ENSG00000133985,TTC9
2,ENSG00000134001,EIF2S1
2,ENSG00000134245,WNT2B
2,ENSG00000134255,CEPT1
2,ENSG00000134324,LPIN1
2,ENSG00000134452,FBXO18
2,ENSG00000134574,DDB2
2,ENSG00000134644,PUM1
2,ENSG00000134684,YARS
2,ENSG00000134759,ELP2
2,ENSG00000134815,DHX34
2,ENSG00000134900,TPP2
2,ENSG00000135164,DMTF1
2,ENSG00000135317,SNX14
2,ENSG00000135387,CAPRIN1
2,ENSG00000135407,AVIL
2,ENSG00000135469,COQ10A
2,ENSG00000135597,REPS1
2,ENSG00000135778,NTPCR
2,ENSG00000135924,DNAJB2
2,ENSG00000135968,GCC2
2,ENSG00000135999,EPC2
2,ENSG00000136051,KIAA1033
2,ENSG00000136169,SETDB2
2,ENSG00000136271,DDX56
2,ENSG00000136450,SRSF1
2,ENSG00000136485,DCAF7
2,ENSG00000136492,BRIP1
2,ENSG00000136527,TRA2B
2,ENSG00000136699,SMPD4
2,ENSG00000136709,WDR33
2,ENSG00000136717,BIN1
2,ENSG00000136819,C9orf78
2,ENSG00000136939,OR1L4
2,ENSG00000137103,TMEM8B
2,ENSG00000137154,RPS6
2,ENSG00000137185,ZSCAN9
2,ENSG00000137200,CMTR1
2,ENSG00000137210,TMEM14B
2,ENSG00000137574,TGS1
2,ENSG00000137760,ALKBH8
2,ENSG00000137776,SLTM
2,ENSG00000137944,CCBL2
2,ENSG00000138032,PPM1B
2,ENSG00000138050,THUMPD2
2,ENSG00000138071,ACTR2
2,ENSG00000138092,CENPO
2,ENSG00000138101,DTNB
2,ENSG00000138131,LOXL4
2,ENSG00000138231,DBR1
2,ENSG00000138246,DNAJC13
2,ENSG00000138279,ANXA7
2,ENSG00000138363,ATIC
2,ENSG00000138386,NAB1
2,ENSG00000138430,OLA1
2,ENSG00000138668,HNRNPD
2,ENSG00000138767,CNOT6L
2,ENSG00000139187,KLRG1
2,ENSG00000139370,SLC15A4
2,ENSG00000139436,GIT2
2,ENSG00000139613,SMARCC2
2,ENSG00000139651,ZNF740
2,ENSG00000139679,LPAR6
2,ENSG00000139684,ESD
2,ENSG00000139697,SBNO1
2,ENSG00000139726,DENR
2,ENSG00000139842,CUL4A
2,ENSG00000140265,ZSCAN29
2,ENSG00000140332,TLE3
2,ENSG00000140396,NCOA2
2,ENSG00000140464,PML
2,ENSG00000140521,POLG
2,ENSG00000140553,UNC45A
2,ENSG00000140577,CRTC3
2,ENSG00000141002,TCF25
2,ENSG00000141026,MED9
2,ENSG00000141027,NCOR1
2,ENSG00000141127,PRPSAP2
2,ENSG00000141298,SSH2
2,ENSG00000141469,SLC14A1
2,ENSG00000141562,NARF
2,ENSG00000142082,SIRT3
2,ENSG00000142186,SCYL1
2,ENSG00000143207,RFWD2
2,ENSG00000143379,SETDB1
2,ENSG00000143499,SMYD2
2,ENSG00000143549,TPM3
2,ENSG00000143570,SLC39A1
2,ENSG00000143621,ILF2
2,ENSG00000143727,ACP1
2,ENSG00000143740,SNAP47
2,ENSG00000143799,PARP1
2,ENSG00000143851,PTPN7
2,ENSG00000144021,CIAO1
2,ENSG00000144026,ZNF514
2,ENSG00000144028,SNRNP200
2,ENSG00000144043,TEX261
2,ENSG00000144233,AMMECR1L
2,ENSG00000144468,RHBDD1
2,ENSG00000144591,GMPPA
2,ENSG00000144645,OSBPL10
2,ENSG00000145016,KIAA0226
2,ENSG00000145041,VPRBP
2,ENSG00000145191,EIF2B5
2,ENSG00000145216,FIP1L1
2,ENSG00000145246,ATP10D
2,ENSG00000145425,RPS3A
2,ENSG00000145604,SKP2
2,ENSG00000145708,CRHBP
2,ENSG00000145911,N4BP3
2,ENSG00000146021,KLHL3
2,ENSG00000146278,PNRC1
2,ENSG00000146676,PURB
2,ENSG00000146826,C7orf43
2,ENSG00000146859,TMEM140
2,ENSG00000147099,HDAC8
2,ENSG00000147130,ZMYM3
2,ENSG00000147133,TAF1
2,ENSG00000147138,GPR174
2,ENSG00000147457,CHMP7
2,ENSG00000147548,WHSC1L1
2,ENSG00000147601,TERF1
2,ENSG00000147677,EIF3H
2,ENSG00000147789,ZNF7
2,ENSG00000147854,UHRF2
2,ENSG00000148153,INIP
2,ENSG00000148218,ALAD
2,ENSG00000148308,GTF3C5
2,ENSG00000148337,CIZ1
2,ENSG00000148396,SEC16A
2,ENSG00000148429,USP6NL
2,ENSG00000148481,FAM188A
2,ENSG00000148606,POLR3A
2,ENSG00000148634,HERC4
2,ENSG00000148824,MTG1
2,ENSG00000149136,SSRP1
2,ENSG00000149182,ARFGAP2
2,ENSG00000149212,SESN3
2,ENSG00000149262,INTS4
2,ENSG00000149503,INCENP
2,ENSG00000149781,FERMT3
2,ENSG00000149792,MRPL49
2,ENSG00000150995,ITPR1
2,ENSG00000151503,NCAPD3
2,ENSG00000151612,ZNF827
2,ENSG00000151746,BICD1
2,ENSG00000151846,PABPC3
2,ENSG00000152061,RABGAP1L
2,ENSG00000152359,POC5
2,ENSG00000152672,CLEC4F
2,ENSG00000152795,HNRNPDL
2,ENSG00000153071,DAB2
2,ENSG00000153201,RANBP2
2,ENSG00000153291,SLC25A27
2,ENSG00000153827,TRIP12
2,ENSG00000154124,OTULIN
2,ENSG00000154262,ABCA6
2,ENSG00000154358,OBSCN
2,ENSG00000154473,BUB3
2,ENSG00000154743,TSEN2
2,ENSG00000154822,PLCL2
2,ENSG00000154898,CCDC144CP
2,ENSG00000154978,VOPP1
2,ENSG00000155275,TRMT44
2,ENSG00000155463,OXA1L
2,ENSG00000155561,NUP205
2,ENSG00000155657,TTN
2,ENSG00000155974,GRIP1
2,ENSG00000156170,NDUFAF6
2,ENSG00000156482,RPL30
2,ENSG00000156486,KCNS2
2,ENSG00000156697,UTP14A
2,ENSG00000156858,PRR14
2,ENSG00000156873,PHKG2
2,ENSG00000156928,MALSU1
2,ENSG00000156990,RPUSD3
2,ENSG00000157077,ZFYVE9
2,ENSG00000157259,GATAD1
2,ENSG00000157322,CLEC18A
2,ENSG00000157350,ST3GAL2
2,ENSG00000157540,DYRK1A
2,ENSG00000157895,C12orf43
2,ENSG00000158987,RAPGEF6
2,ENSG00000159110,IFNAR2
2,ENSG00000159202,UBE2Z
2,ENSG00000159256,MORC3
2,ENSG00000160014,CALM3
2,ENSG00000160218,TRAPPC10
2,ENSG00000160294,MCM3AP
2,ENSG00000160796,NBEAL2
2,ENSG00000161010,C5orf45
2,ENSG00000161031,PGLYRP2
2,ENSG00000161800,RACGAP1
2,ENSG00000162144,CYB561A3
2,ENSG00000162402,USP24
2,ENSG00000162521,RBBP4
2,ENSG00000162604,TM2D1
2,ENSG00000162775,RBM15
2,ENSG00000162931,TRIM17
2,ENSG00000162980,ARL5A
2,ENSG00000163116,STPG2
2,ENSG00000163374,YY1AP1
2,ENSG00000163466,ARPC2
2,ENSG00000163539,CLASP2
2,ENSG00000163611,SPICE1
2,ENSG00000163635,ATXN7
2,ENSG00000163636,PSMD6
2,ENSG00000163781,TOPBP1
2,ENSG00000163806,SPDYA
2,ENSG00000163808,KIF15
2,ENSG00000163848,ZNF148
2,ENSG00000163884,KLF15
2,ENSG00000163945,UVSSA
2,ENSG00000164031,DNAJB14
2,ENSG00000164048,ZNF589
2,ENSG00000164049,FBXW12
2,ENSG00000164164,OTUD4
2,ENSG00000164190,NIPBL
2,ENSG00000164241,C5orf63
2,ENSG00000164300,SERINC5
2,ENSG00000164323,CFAP97
2,ENSG00000164329,PAPD4
2,ENSG00000164440,TXLNB
2,ENSG00000164587,RPS14
2,ENSG00000164754,RAD21
2,ENSG00000164975,SNAPC3
2,ENSG00000165209,STRBP
2,ENSG00000165219,GAPVD1
2,ENSG00000165280,VCP
2,ENSG00000165359,DDX26B
2,ENSG00000165525,NEMF
2,ENSG00000165671,NSD1
2,ENSG00000165675,ENOX2
2,ENSG00000165688,PMPCA
2,ENSG00000165699,TSC1
2,ENSG00000165995,CACNB2
2,ENSG00000166012,TAF1D
2,ENSG00000166135,HIF1AN
2,ENSG00000166199,ALKBH3
2,ENSG00000166405,RIC3
2,ENSG00000166439,RNF169
2,ENSG00000166478,ZNF143
2,ENSG00000166548,TK2
2,ENSG00000166704,ZNF606
2,ENSG00000166887,VPS39
2,ENSG00000166928,MS4A14
2,ENSG00000166997,CNPY4
2,ENSG00000167005,NUDT21
2,ENSG00000167220,HDHD2
2,ENSG00000167258,CDK12
2,ENSG00000167280,ENGASE
2,ENSG00000167323,STIM1
2,ENSG00000167380,ZNF226
2,ENSG00000167522,ANKRD11
2,ENSG00000167625,ZNF526
2,ENSG00000167632,TRAPPC9
2,ENSG00000167766,ZNF83
2,ENSG00000167889,MGAT5B
2,ENSG00000167904,TMEM68
2,ENSG00000167967,E4F1
2,ENSG00000168066,SF1
2,ENSG00000168137,SETD5
2,ENSG00000168228,ZCCHC4
2,ENSG00000168438,CDC40
2,ENSG00000168517,HEXIM2
2,ENSG00000168769,TET2
2,ENSG00000168916,ZNF608
2,ENSG00000169057,MECP2
2,ENSG00000169592,INO80E
2,ENSG00000169740,ZNF32
2,ENSG00000169981,ZNF35
2,ENSG00000170054,SERPINA9
2,ENSG00000170234,PWWP2A
2,ENSG00000170242,USP47
2,ENSG00000170310,STX8
2,ENSG00000170325,PRDM10
2,ENSG00000170734,POLH
2,ENSG00000170776,AKAP13
2,ENSG00000170832,USP32
2,ENSG00000170854,MINA
2,ENSG00000170873,MTSS1
2,ENSG00000171444,MCC
2,ENSG00000171467,ZNF318
2,ENSG00000171606,ZNF274
2,ENSG00000171634,BPTF
2,ENSG00000171681,ATF7IP
2,ENSG00000171843,MLLT3
2,ENSG00000172238,ATOH1
2,ENSG00000172354,GNB2
2,ENSG00000172432,GTPBP2
2,ENSG00000172469,MANEA
2,ENSG00000172661,FAM21C
2,ENSG00000172809,RPL38
2,ENSG00000172845,SP3
2,ENSG00000172869,DMXL1
2,ENSG00000172890,NADSYN1
2,ENSG00000172922,RNASEH2C
2,ENSG00000172936,MYD88
2,ENSG00000173120,KDM2A
2,ENSG00000173207,CKS1B
2,ENSG00000173209,AHSA2
2,ENSG00000173212,MAB21L3
2,ENSG00000173273,TNKS
2,ENSG00000173442,EHBP1L1
2,ENSG00000173473,SMARCC1
2,ENSG00000173540,GMPPB
2,ENSG00000173821,RNF213
2,ENSG00000174227,PIGG
2,ENSG00000174243,DDX23
2,ENSG00000174444,RPL4
2,ENSG00000174446,SNAPC5
2,ENSG00000174483,BBS1
2,ENSG00000174514,MFSD4
2,ENSG00000174600,CMKLR1
2,ENSG00000174748,RPL15
2,ENSG00000174796,THAP6
2,ENSG00000174842,GLMN
2,ENSG00000175061,LRRC75A-AS1
2,ENSG00000175073,VCPIP1
2,ENSG00000175110,MRPS22
2,ENSG00000175215,CTDSP2
2,ENSG00000175216,CKAP5
2,ENSG00000175220,ARHGAP1
2,ENSG00000175505,CLCF1
2,ENSG00000175634,RPS6KB2
2,ENSG00000175727,MLXIP
2,ENSG00000175782,SLC35E3
2,ENSG00000175931,UBE2O
2,ENSG00000176454,LPCAT4
2,ENSG00000176595,KBTBD11
2,ENSG00000176715,ACSF3
2,ENSG00000176783,RUFY1
2,ENSG00000176884,GRIN1
2,ENSG00000176915,ANKLE2
2,ENSG00000176953,NFATC2IP
2,ENSG00000176986,SEC24C
2,ENSG00000176994,SMCR8
2,ENSG00000177054,ZDHHC13
2,ENSG00000177058,SLC38A9
2,ENSG00000177200,CHD9
2,ENSG00000177302,TOP3A
2,ENSG00000177311,ZBTB38
2,ENSG00000177694,NAALADL2
2,ENSG00000177853,ZNF518A
2,ENSG00000177993,ZNRF3-AS1
2,ENSG00000178105,DDX10
2,ENSG00000178234,GALNT11
2,ENSG00000178385,PLEKHM3
2,ENSG00000178409,BEND3
2,ENSG00000178467,P4HTM
2,ENSG00000178913,TAF7
2,ENSG00000178921,PFAS
2,ENSG00000178971,CTC1
2,ENSG00000178988,MRFAP1L1
2,ENSG00000179055,OR13D1
2,ENSG00000179057,IGSF22
2,ENSG00000179295,PTPN11
2,ENSG00000179532,DNHD1
2,ENSG00000179583,CIITA
2,ENSG00000179833,SERTAD2
2,ENSG00000179840,C1orf200
2,ENSG00000179873,NLRP11
2,ENSG00000180011,ZADH2
2,ENSG00000180383,DEFB124
2,ENSG00000180448,HMHA1
2,ENSG00000180626,ZNF594
2,ENSG00000180855,ZNF443
2,ENSG00000180884,ZNF792
2,ENSG00000181090,EHMT1
2,ENSG00000181192,DHTKD1
2,ENSG00000181322,NME9
2,ENSG00000181555,SETD2
2,ENSG00000181666,HKR1
2,ENSG00000181722,ZBTB20
2,ENSG00000182087,TMEM259
2,ENSG00000182149,IST1
2,ENSG00000182307,C8orf33
2,ENSG00000182473,EXOC7
2,ENSG00000182481,KPNA2
2,ENSG00000182903,ZNF721
2,ENSG00000182934,SRPR
2,ENSG00000182944,EWSR1
2,ENSG00000182986,ZNF320
2,ENSG00000183091,NEB
2,ENSG00000183337,BCOR
2,ENSG00000183475,ASB7
2,ENSG00000183495,EP400
2,ENSG00000183604,SMG1P5
2,ENSG00000183751,TBL3
2,ENSG00000183808,RBM12B
2,ENSG00000183873,SCN5A
2,ENSG00000184271,POU6F1
2,ENSG00000184293,CLECL1
2,ENSG00000184634,MED12
2,ENSG00000184677,ZBTB40
2,ENSG00000184863,RBM33
2,ENSG00000184898,RBM43
2,ENSG00000184939,ZFP90
2,ENSG00000184988,TMEM106A
2,ENSG00000185219,ZNF445
2,ENSG00000185298,CCDC137
2,ENSG00000185324,CDK10
2,ENSG00000185344,ATP6V0A2
2,ENSG00000185361,TNFAIP8L1
2,ENSG00000185379,RAD51D
2,ENSG00000185418,TARSL2
2,ENSG00000185442,FAM174B
2,ENSG00000185619,PCGF3
2,ENSG00000185753,CXorf38
2,ENSG00000185760,KCNQ5
2,ENSG00000185774,KCNIP4
2,ENSG00000185864,NPIPB4
2,ENSG00000185885,IFITM1
2,ENSG00000186395,KRT10
2,ENSG00000186468,RPS23
2,ENSG00000186566,GPATCH8
2,ENSG00000186716,BCR
2,ENSG00000186812,ZNF397
2,ENSG00000186834,HEXIM1
2,ENSG00000186908,ZDHHC17
2,ENSG00000187555,USP7
2,ENSG00000187626,ZKSCAN4
2,ENSG00000187688,TRPV2
2,ENSG00000187837,HIST1H1C
2,ENSG00000187848,P2RX2
2,ENSG00000188107,EYS
2,ENSG00000188177,ZC3H6
2,ENSG00000188199,NUTM2B
2,ENSG00000188321,ZNF559
2,ENSG00000188529,SRSF10
2,ENSG00000188559,RALGAPA2
2,ENSG00000188786,MTF1
2,ENSG00000188868,ZNF563
2,ENSG00000188917,TRMT2B
2,ENSG00000188976,NOC2L
2,ENSG00000189042,ZNF567
2,ENSG00000189079,ARID2
2,ENSG00000189091,SF3B3
2,ENSG00000189180,ZNF33A
2,ENSG00000189308,LIN54
2,ENSG00000189403,HMGB1
2,ENSG00000196262,PPIA
2,ENSG00000196305,IARS
2,ENSG00000196367,TRRAP
2,ENSG00000196419,XRCC6
2,ENSG00000196535,MYO18A
2,ENSG00000196547,MAN2A2
2,ENSG00000196597,ZNF782
2,ENSG00000196652,ZKSCAN5
2,ENSG00000196664,TLR7
2,ENSG00000196693,ZNF33B
2,ENSG00000196787,HIST1H2AG
2,ENSG00000196811,CHRNG
2,ENSG00000196814,MVB12B
2,ENSG00000196961,AP2A1
2,ENSG00000196981,WDR5B
2,ENSG00000197024,ZNF398
2,ENSG00000197043,ANXA6
2,ENSG00000197093,GAL3ST4
2,ENSG00000197111,PCBP2
2,ENSG00000197226,TBC1D9B
2,ENSG00000197265,GTF2E2
2,ENSG00000197312,DDI2
2,ENSG00000197323,TRIM33
2,ENSG00000197386,HTT
2,ENSG00000197429,IPP
2,ENSG00000197520,FAM177B
2,ENSG00000197555,SIPA1L1
2,ENSG00000197603,C5orf42
2,ENSG00000197782,ZNF780A
2,ENSG00000197863,ZNF790
2,ENSG00000197958,RPL12
2,ENSG00000198001,IRAK4
2,ENSG00000198055,GRK6
2,ENSG00000198056,PRIM1
2,ENSG00000198089,SFI1
2,ENSG00000198131,ZNF544
2,ENSG00000198270,TMEM116
2,ENSG00000198393,ZNF26
2,ENSG00000198408,MGEA5
2,ENSG00000198556,ZNF789
2,ENSG00000198589,LRBA
2,ENSG00000198685,C3orf27
2,ENSG00000198728,LDB1
2,ENSG00000198862,LTN1
2,ENSG00000198874,TYW1
2,ENSG00000198901,PRC1
2,ENSG00000198911,SREBF2
2,ENSG00000198961,PJA2
2,ENSG00000199197,RN7SKP72
2,ENSG00000199691,RN7SKP173
2,ENSG00000199719,RN7SKP74
